index,name,onclick,ykiho,doctor_info,specialties,special_fields
11,경상국립대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz"",11);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,"총 인원 : 186명 (의사 : 184, 치과의사 : 2, 한의사 : 0)","내과 (44), 신경과 (10), 정신건강의학과 (4), 외과 (11), 정형외과 (7), 신경외과 (5), 심장혈관흉부외과 (8), 성형외과 (3), 마취통증의학과 (6), 산부인과 (6), 소아청소년과 (7), 안과 (5), 이비인후과 (6), 피부과 (2), 비뇨의학과 (6), 영상의학과 (11), 방사선종양학과 (2), 병리과 (5), 진단검사의학과 (4), 재활의학과 (5), 핵의학과 (1), 가정의학과 (1), 응급의학과 (11), 예방의학과 (3), 구강악안면외과 (1), 통합치의학과 (1)","내과 (44), 신경과 (10), 정신건강의학과 (4), 외과 (11), 정형외과 (7), 신경외과 (5), 심장혈관흉부외과 (8), 성형외과 (3), 마취통증의학과 (6), 산부인과 (6), 소아청소년과 (7), 안과 (5), 이비인후과 (6), 피부과 (2), 비뇨의학과 (6), 영상의학과 (11), 방사선종양학과 (2), 병리과 (5), 진단검사의학과 (4), 재활의학과 (5), 핵의학과 (1), 가정의학과 (1), 응급의학과 (11), 구강악안면외과 (1)"
12,계명대학교동산병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz"",12);",JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,"총 인원 : 254명 (의사 : 250, 치과의사 : 4, 한의사 : 0)","내과 (58), 신경과 (9), 정신건강의학과 (5), 외과 (20), 정형외과 (10), 신경외과 (6), 심장혈관흉부외과 (7), 성형외과 (6), 마취통증의학과 (12), 산부인과 (11), 소아청소년과 (9), 안과 (9), 이비인후과 (5), 피부과 (3), 비뇨의학과 (6), 영상의학과 (13), 방사선종양학과 (4), 병리과 (7), 진단검사의학과 (5), 재활의학과 (4), 핵의학과 (3), 가정의학과 (3), 응급의학과 (12), 직업환경의학과 (4), 예방의학과 (2), 구강악안면외과 (2), 치과보철과 (1)","내과 (58), 신경과 (9), 정신건강의학과 (5), 외과 (20), 정형외과 (10), 신경외과 (6), 심장혈관흉부외과 (7), 성형외과 (6), 마취통증의학과 (12), 산부인과 (11), 소아청소년과 (9), 안과 (9), 이비인후과 (5), 피부과 (3), 비뇨의학과 (6), 영상의학과 (13), 방사선종양학과 (4), 병리과 (7), 진단검사의학과 (5), 재활의학과 (4), 핵의학과 (3), 가정의학과 (3), 응급의학과 (12), 직업환경의학과 (4), 구강악안면외과 (2), 치과보철과 (1), 치과교정과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 예방치과 (0)"
13,칠곡경북대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz"",13);",JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"총 인원 : 202명 (의사 : 200, 치과의사 : 2, 한의사 : 0)","내과 (40), 신경과 (8), 정신건강의학과 (4), 외과 (24), 신경외과 (2), 심장혈관흉부외과 (3), 성형외과 (3), 마취통증의학과 (9), 산부인과 (9), 소아청소년과 (29), 안과 (4), 이비인후과 (4), 피부과 (1), 비뇨의학과 (5), 영상의학과 (12), 방사선종양학과 (5), 병리과 (5), 진단검사의학과 (4), 재활의학과 (3), 핵의학과 (3), 가정의학과 (4), 응급의학과 (7), 예방의학과 (1), 구강악안면외과 (2)","내과 (40), 신경과 (8), 정신건강의학과 (4), 외과 (24), 정형외과 (0), 신경외과 (2), 심장혈관흉부외과 (3), 성형외과 (3), 마취통증의학과 (9), 산부인과 (9), 소아청소년과 (29), 안과 (4), 이비인후과 (4), 피부과 (1), 비뇨의학과 (5), 영상의학과 (12), 방사선종양학과 (5), 병리과 (5), 진단검사의학과 (4), 재활의학과 (3), 핵의학과 (3), 가정의학과 (4), 응급의학과 (7), 구강악안면외과 (2), 치과보철과 (0), 치과교정과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0)"
14,화순전남대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz"",14);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,"총 인원 : 152명 (의사 : 150, 치과의사 : 2, 한의사 : 0)","내과 (47), 신경과 (1), 정신건강의학과 (2), 외과 (19), 정형외과 (5), 신경외과 (6), 심장혈관흉부외과 (3), 마취통증의학과 (6), 산부인과 (5), 소아청소년과 (4), 이비인후과 (5), 비뇨의학과 (4), 영상의학과 (8), 방사선종양학과 (4), 병리과 (5), 진단검사의학과 (4), 재활의학과 (1), 핵의학과 (5), 가정의학과 (2), 응급의학과 (4), 직업환경의학과 (2), 예방의학과 (1), 치주과 (1), 구강내과 (1)","내과 (47), 신경과 (1), 정신건강의학과 (2), 외과 (19), 정형외과 (5), 신경외과 (6), 심장혈관흉부외과 (3), 성형외과 (0), 마취통증의학과 (6), 산부인과 (5), 소아청소년과 (4), 안과 (0), 이비인후과 (5), 피부과 (0), 비뇨의학과 (4), 영상의학과 (8), 방사선종양학과 (4), 병리과 (5), 진단검사의학과 (4), 재활의학과 (1), 핵의학과 (5), 가정의학과 (2), 응급의학과 (4), 직업환경의학과 (2), 구강내과 (1)"
15,전북대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz"",15);",JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,"총 인원 : 247명 (의사 : 243, 치과의사 : 4, 한의사 : 0)","내과 (58), 신경과 (9), 정신건강의학과 (7), 외과 (17), 정형외과 (11), 신경외과 (6), 심장혈관흉부외과 (4), 성형외과 (4), 마취통증의학과 (11), 산부인과 (9), 소아청소년과 (17), 안과 (7), 이비인후과 (6), 피부과 (4), 비뇨의학과 (5), 영상의학과 (17), 방사선종양학과 (3), 병리과 (8), 진단검사의학과 (5), 재활의학과 (6), 핵의학과 (4), 응급의학과 (8), 예방의학과 (4), 구강악안면외과 (4), 구강내과 (1)","내과 (58), 신경과 (9), 정신건강의학과 (7), 외과 (17), 정형외과 (11), 신경외과 (6), 심장혈관흉부외과 (4), 성형외과 (4), 마취통증의학과 (11), 산부인과 (9), 소아청소년과 (17), 안과 (7), 이비인후과 (6), 피부과 (4), 비뇨의학과 (5), 영상의학과 (17), 방사선종양학과 (3), 병리과 (8), 진단검사의학과 (5), 재활의학과 (6), 핵의학과 (4), 가정의학과 (0), 응급의학과 (8), 구강악안면외과 (4), 치과보철과 (0), 치과교정과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0)"
16,조선대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz"",16);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 168명 (의사 : 164, 치과의사 : 4, 한의사 : 0)","내과 (33), 신경과 (5), 정신건강의학과 (4), 외과 (12), 정형외과 (11), 신경외과 (8), 심장혈관흉부외과 (2), 성형외과 (3), 마취통증의학과 (10), 산부인과 (5), 소아청소년과 (11), 안과 (4), 이비인후과 (4), 피부과 (5), 비뇨의학과 (4), 영상의학과 (9), 방사선종양학과 (2), 병리과 (3), 진단검사의학과 (3), 재활의학과 (1), 핵의학과 (2), 가정의학과 (2), 응급의학과 (7), 직업환경의학과 (2), 구강악안면외과 (1), 소아치과 (1), 치과보존과 (1)","내과 (33), 신경과 (5), 정신건강의학과 (4), 외과 (12), 정형외과 (11), 신경외과 (8), 심장혈관흉부외과 (2), 성형외과 (3), 마취통증의학과 (10), 산부인과 (5), 소아청소년과 (11), 안과 (4), 이비인후과 (4), 피부과 (5), 비뇨의학과 (4), 영상의학과 (9), 방사선종양학과 (2), 병리과 (3), 진단검사의학과 (3), 재활의학과 (1), 핵의학과 (2), 가정의학과 (2), 응급의학과 (7), 직업환경의학과 (2), 구강악안면외과 (1)"
17,전남대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz"",17);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,"총 인원 : 263명 (의사 : 253, 치과의사 : 10, 한의사 : 0)","내과 (64), 신경과 (13), 정신건강의학과 (9), 외과 (21), 정형외과 (9), 신경외과 (11), 심장혈관흉부외과 (4), 성형외과 (6), 마취통증의학과 (7), 산부인과 (9), 소아청소년과 (17), 안과 (9), 이비인후과 (5), 피부과 (3), 비뇨의학과 (5), 영상의학과 (10), 방사선종양학과 (1), 병리과 (7), 진단검사의학과 (5), 재활의학과 (4), 핵의학과 (4), 가정의학과 (1), 응급의학과 (14), 예방의학과 (2), 구강악안면외과 (5), 구강병리과 (1)","내과 (64), 신경과 (13), 정신건강의학과 (9), 외과 (21), 정형외과 (9), 신경외과 (11), 심장혈관흉부외과 (4), 성형외과 (6), 마취통증의학과 (7), 산부인과 (9), 소아청소년과 (17), 안과 (9), 이비인후과 (5), 피부과 (3), 비뇨의학과 (5), 영상의학과 (10), 방사선종양학과 (1), 병리과 (7), 진단검사의학과 (5), 재활의학과 (4), 핵의학과 (4), 가정의학과 (1), 응급의학과 (14), 직업환경의학과 (0), 구강악안면외과 (5)"
18,충남대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz"",18);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,"총 인원 : 256명 (의사 : 253, 치과의사 : 3, 한의사 : 0)","내과 (64), 신경과 (13), 정신건강의학과 (6), 외과 (19), 정형외과 (8), 신경외과 (9), 심장혈관흉부외과 (10), 성형외과 (3), 마취통증의학과 (14), 산부인과 (9), 소아청소년과 (19), 안과 (6), 이비인후과 (6), 피부과 (3), 비뇨의학과 (6), 영상의학과 (11), 방사선종양학과 (4), 병리과 (6), 진단검사의학과 (5), 재활의학과 (6), 핵의학과 (2), 가정의학과 (4), 응급의학과 (11), 예방의학과 (1), 구강악안면외과 (2), 치과보철과 (1)","내과 (64), 신경과 (13), 정신건강의학과 (6), 외과 (19), 정형외과 (8), 신경외과 (9), 심장혈관흉부외과 (10), 성형외과 (3), 마취통증의학과 (14), 산부인과 (9), 소아청소년과 (19), 안과 (6), 이비인후과 (6), 피부과 (3), 비뇨의학과 (6), 영상의학과 (11), 방사선종양학과 (4), 병리과 (6), 진단검사의학과 (5), 재활의학과 (6), 핵의학과 (2), 가정의학과 (4), 응급의학과 (11), 구강악안면외과 (2)"
19,학교법인 건양교육재단 건양대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz"",19);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,"총 인원 : 183명 (의사 : 179, 치과의사 : 4, 한의사 : 0)","내과 (41), 신경과 (4), 정신건강의학과 (4), 외과 (16), 정형외과 (7), 신경외과 (5), 심장혈관흉부외과 (7), 성형외과 (2), 마취통증의학과 (10), 산부인과 (8), 소아청소년과 (10), 안과 (6), 이비인후과 (5), 피부과 (2), 비뇨의학과 (3), 영상의학과 (12), 방사선종양학과 (2), 병리과 (6), 진단검사의학과 (3), 재활의학과 (2), 핵의학과 (1), 가정의학과 (4), 응급의학과 (5), 구강악안면외과 (1), 치과보존과 (1), 통합치의학과 (1)","내과 (41), 신경과 (4), 정신건강의학과 (4), 외과 (16), 정형외과 (7), 신경외과 (5), 심장혈관흉부외과 (7), 성형외과 (2), 마취통증의학과 (10), 산부인과 (8), 소아청소년과 (10), 안과 (6), 이비인후과 (5), 피부과 (2), 비뇨의학과 (3), 영상의학과 (12), 방사선종양학과 (2), 병리과 (6), 진단검사의학과 (3), 재활의학과 (2), 핵의학과 (1), 가정의학과 (4), 응급의학과 (5), 직업환경의학과 (0), 구강악안면외과 (1)"
20,원광대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz"",20);",JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 161명 (의사 : 158, 치과의사 : 3, 한의사 : 0)","내과 (33), 신경과 (6), 정신건강의학과 (6), 외과 (13), 정형외과 (4), 신경외과 (7), 심장혈관흉부외과 (2), 성형외과 (3), 마취통증의학과 (6), 산부인과 (5), 안과 (3), 이비인후과 (3), 피부과 (2), 비뇨의학과 (5), 영상의학과 (11), 방사선종양학과 (3), 병리과 (2), 진단검사의학과 (5), 재활의학과 (3), 핵의학과 (3), 가정의학과 (2), 응급의학과 (12), 직업환경의학과 (2), 예방의학과 (3), 구강악안면외과 (1)","내과 (33), 신경과 (6), 정신건강의학과 (6), 외과 (13), 정형외과 (4), 신경외과 (7), 심장혈관흉부외과 (2), 성형외과 (3), 마취통증의학과 (6), 산부인과 (5), 소아청소년과 (8), 안과 (3), 이비인후과 (3), 피부과 (2), 비뇨의학과 (5), 영상의학과 (11), 방사선종양학과 (3), 병리과 (2), 진단검사의학과 (5), 재활의학과 (3), 핵의학과 (3), 가정의학과 (2), 응급의학과 (12), 직업환경의학과 (2), 통합치의학과 (0)"
